Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,145.5648068876853,146.08068178515416,142.38030610478322,142.7076873779297,8732400.0,0.0,0.0,JNJ
2024-12-17,142.69774637046322,145.49535969192723,142.56878900900642,145.24734497070312,10343000.0,0.0,0.0,JNJ
2024-12-18,144.5231324076807,145.57472755088887,143.52115837431197,143.60052490234375,9336100.0,0.0,0.0,JNJ
2024-12-19,142.9953699004828,144.06679533394205,142.23148030542424,142.4398193359375,9516700.0,0.0,0.0,JNJ
2024-12-20,141.91403205122512,144.31481282986903,141.61641134661585,143.32275390625,17702800.0,0.0,0.0,JNJ
2024-12-21,141.91403205122512,144.31481282986903,141.61641134661585,143.32275390625,17702800.0,,,
2024-12-22,141.91403205122512,144.31481282986903,141.61641134661585,143.32275390625,17702800.0,,,
2024-12-23,143.48149217310916,144.17593041731575,142.31085472920228,144.1164093017578,8720800.0,0.0,0.0,JNJ
2024-12-24,143.84854682141182,144.69180297851562,143.1838691457167,144.69180297851562,3164100.0,0.0,0.0,JNJ
2024-12-25,143.84854682141182,144.69180297851562,143.1838691457167,144.69180297851562,3164100.0,,,
2024-12-26,144.35448354820855,145.2076547986041,143.9378206311713,144.42393493652344,4656300.0,0.0,0.0,JNJ
2024-12-27,143.71956910806858,145.43584191739794,143.53107549359515,143.8981475830078,5588300.0,0.0,0.0,JNJ
2024-12-28,143.71956910806858,145.43584191739794,143.53107549359515,143.8981475830078,5588300.0,,,
2024-12-29,143.71956910806858,145.43584191739794,143.53107549359515,143.8981475830078,5588300.0,,,
2024-12-30,143.68980956336557,143.7295003970171,141.8148188202015,142.20172119140625,6268700.0,0.0,0.0,JNJ
2024-12-31,142.61838633185528,143.52116359121268,142.1719628408645,143.4715576171875,5811400.0,0.0,0.0,JNJ
2025-01-01,142.61838633185528,143.52116359121268,142.1719628408645,143.4715576171875,5811400.0,,,
2025-01-02,144.0767103107676,144.61243059570108,142.63822792827605,142.87632751464844,6051300.0,0.0,0.0,JNJ
2025-01-03,142.92594067978828,143.42197015647923,142.47950204067178,143.04498291015625,5878800.0,0.0,0.0,JNJ
2025-01-04,142.92594067978828,143.42197015647923,142.47950204067178,143.04498291015625,5878800.0,,,
2025-01-05,142.92594067978828,143.42197015647923,142.47950204067178,143.04498291015625,5878800.0,,,
2025-01-06,142.3703776282631,143.66998759723828,141.79498160796427,142.51919555664062,7910500.0,0.0,0.0,JNJ
2025-01-07,142.61838462346878,146.0112243070221,142.4497364238977,145.0687713623047,8422000.0,0.0,0.0,JNJ
2025-01-08,144.33465923849369,144.4338560489664,140.31681754270937,141.14022827148438,11175600.0,0.0,0.0,JNJ
