Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,380.3755153181097,380.9235246020484,376.3801831369933,377.5359497070313,1311100.0,0.0,0.0,CAT
2024-12-17,374.6565084927797,377.50607784428,372.4645320685488,374.4273376464844,2138700.0,0.0,0.0,CAT
2024-12-18,377.3167538825514,379.76775985162817,361.70397751798026,362.5608520507813,2820700.0,0.0,0.0,CAT
2024-12-19,367.09424182607,368.22011926328383,358.69504046517164,359.0537109375,2616700.0,0.0,0.0,CAT
2024-12-20,357.19053518229634,370.1330778986958,355.93512775546645,364.7030029296875,5142000.0,0.0,0.0,CAT
2024-12-21,357.19053518229634,370.1330778986958,355.93512775546645,364.7030029296875,5142000.0,,,
2024-12-22,357.19053518229634,370.1330778986958,355.93512775546645,364.7030029296875,5142000.0,,,
2024-12-23,363.5372692987729,365.0118743901812,360.17958344121405,364.0553894042969,1804900.0,0.0,0.0,CAT
2024-12-24,363.1188180041641,366.2274169921875,361.3353476645331,366.2274169921875,886000.0,0.0,0.0,CAT
2024-12-25,363.1188180041641,366.2274169921875,361.3353476645331,366.2274169921875,886000.0,,,
2024-12-26,363.7166063182808,366.14769640750967,362.5409236833892,365.779052734375,1097900.0,0.0,0.0,CAT
2024-12-27,362.0626812873604,366.058013519753,360.4286570240952,363.52728271484375,1245800.0,0.0,0.0,CAT
2024-12-28,362.0626812873604,366.058013519753,360.4286570240952,363.52728271484375,1245800.0,,,
2024-12-29,362.0626812873604,366.058013519753,360.4286570240952,363.52728271484375,1245800.0,,,
2024-12-30,359.11348869315566,363.48746840586114,357.42965914243547,361.68408203125,1422200.0,0.0,0.0,CAT
2024-12-31,362.172254335017,364.433951827169,360.4784517121351,361.4349670410156,1168100.0,0.0,0.0,CAT
2025-01-01,362.172254335017,364.433951827169,360.4784517121351,361.4349670410156,1168100.0,,,
2025-01-02,364.1749259900467,367.5027224570663,356.7820153482204,358.45587158203125,1802600.0,0.0,0.0,CAT
2025-01-03,360.2692358185755,363.14869426444506,358.1769002954961,362.4612121582031,1390800.0,0.0,0.0,CAT
2025-01-04,360.2692358185755,363.14869426444506,358.1769002954961,362.4612121582031,1390800.0,,,
2025-01-05,360.2692358185755,363.14869426444506,358.1769002954961,362.4612121582031,1390800.0,,,
2025-01-06,365.6594809028846,369.48545111427984,361.2556121956117,362.8697204589844,1590700.0,0.0,0.0,CAT
2025-01-07,362.79998019954434,364.7528125713849,359.7710756184482,361.6741027832031,1607400.0,0.0,0.0,CAT
2025-01-08,361.1261239321522,361.5545460126994,356.3934738261897,359.75115966796875,1828800.0,0.0,0.0,CAT
2025-01-09,361.1261239321522,361.5545460126994,356.3934738261897,359.75115966796875,1828800.0,,,
2025-01-10,356.52296516736783,358.5356063098166,348.5222970218348,349.7179260253906,2773900.0,0.0,0.0,CAT
2025-01-11,356.52296516736783,358.5356063098166,348.5222970218348,349.7179260253906,2773900.0,,,
2025-01-12,356.52296516736783,358.5356063098166,348.5222970218348,349.7179260253906,2773900.0,,,
2025-01-13,351.6707710929703,361.873389182918,350.5150044559559,361.1759338378906,2746000.0,0.0,0.0,CAT
2025-01-14,364.1549900433624,370.6412211433254,363.84612479156505,370.2127990722656,2331700.0,0.0,0.0,CAT
2025-01-15,377.7551673627203,378.5522331192885,372.9627084010395,373.5206909179688,1984500.0,0.0,0.0,CAT
2025-01-16,374.93547009639735,380.0268208830529,373.3512814533472,379.1599731445313,1974700.0,0.0,0.0,CAT
2025-01-17,383.2948299847028,385.4369706628207,380.6046800314616,384.6099853515625,2605900.0,0.0,0.0,CAT
2025-01-18,383.2948299847028,385.4369706628207,380.6046800314616,384.6099853515625,2605900.0,,,
2025-01-19,383.2948299847028,385.4369706628207,380.6046800314616,384.6099853515625,2605900.0,,,
2025-01-20,383.2948299847028,385.4369706628207,380.6046800314616,384.6099853515625,2605900.0,,,
2025-01-21,391.0,402.5799865722656,390.7999877929688,398.3599853515625,3144500.0,1.41,0.0,CAT
2025-01-22,398.6799926757813,400.4800109863281,395.1099853515625,397.6099853515625,1994800.0,0.0,0.0,CAT
2025-01-23,397.3699951171875,409.5899963378906,397.2699890136719,406.3999938964844,2587400.0,0.0,0.0,CAT
2025-01-24,405.7300109863281,409.3999938964844,405.2799987792969,407.6300048828125,1938200.0,0.0,0.0,CAT
2025-01-25,405.7300109863281,409.3999938964844,405.2799987792969,407.6300048828125,1938200.0,,,
2025-01-26,405.7300109863281,409.3999938964844,405.2799987792969,407.6300048828125,1938200.0,,,
2025-01-27,397.1900024414063,399.5400085449219,389.9200134277344,394.9800109863281,2964400.0,0.0,0.0,CAT
2025-01-28,394.0400085449219,396.8800048828125,386.4800109863281,390.2900085449219,1788900.0,0.0,0.0,CAT
2025-01-29,391.9400024414063,399.3599853515625,391.1199951171875,393.2300109863281,2675800.0,0.0,0.0,CAT
2025-01-30,373.5,380.80999755859375,373.1600036621094,374.9800109863281,4234600.0,0.0,0.0,CAT
2025-01-31,377.4599914550781,378.0,371.2799987792969,371.4400024414063,2859000.0,0.0,0.0,CAT
2025-02-01,377.4599914550781,378.0,371.2799987792969,371.4400024414063,2859000.0,,,
2025-02-02,377.4599914550781,378.0,371.2799987792969,371.4400024414063,2859000.0,,,
2025-02-03,364.1400146484375,368.5499877929688,359.69000244140625,361.5499877929688,3079300.0,0.0,0.0,CAT
2025-02-04,369.6600036621094,369.6600036621094,359.4100036621094,361.9500122070313,2709800.0,0.0,0.0,CAT
