model,mse,rmse,mae,r2
random_forest_regression_Close,3.576315742624112,1.8911149469622708,1.5320907012939455,0.9494473305762374
xgboost_regression_Close,6.955576311303299,2.637342660956915,2.212200317382813,0.9016801157329954
lstm_Close,182.7859777760122,13.51983645522431,11.697623999680241,-5.540073426231079
