,mse,rmse,mae,mape,accuracy_pct,common_dates,direction_accuracy,period,train_size,test_size,train_end_date,test_start_date,test_end_date
0,3.3301074810594535,1.8248582084807174,1.6978136725605093,0.8373552394822228,99.16264476051778,3,0.0,1,148,37,2025-06-05,2025-06-06,2025-07-30
1,33.76856558240351,5.811072670549174,5.155356360173592,2.5560257325985978,97.4439742674014,4,33.33333333333333,2,136,37,2025-05-19,2025-05-20,2025-07-14
2,18.011591206546274,4.244006504065029,3.5627058494650803,1.77607075813021,98.2239292418698,3,0.0,3,124,37,2025-05-01,2025-05-02,2025-06-25
