,mse,rmse,mae,mape,accuracy_pct,common_dates,direction_accuracy,period,train_size,test_size,train_end_date,test_start_date,test_end_date
0,49.953079665569724,7.0677492644808595,5.889439560761875,2.9188447865865497,97.08115521341345,19,44.44444444444444,1,125,60,2025-05-02,2025-05-05,2025-07-30
1,190.29237561111574,13.794650253308916,10.745316330629333,5.7072813834871505,94.29271861651284,20,42.10526315789473,2,105,60,2025-04-03,2025-04-04,2025-07-01
2,145.68914850541307,12.070175993141651,8.691176892436053,4.273222176863096,95.7267778231369,23,45.45454545454545,3,85,60,2025-03-09,2025-03-10,2025-06-02
