model,mse,rmse,mae,r2
random_forest_regression_Close,3.576315742624112,1.8911149469622708,1.5320907012939455,0.9494473305762374
xgboost_regression_Close,6.955576311303299,2.637342660956915,2.212200317382813,0.9016801157329954
lstm_Close,271.23515999071077,16.469218560414784,14.427606710220886,-8.70478087924521
