,mse,rmse,mae,mape,accuracy_pct,common_dates,direction_accuracy,period,train_size,test_size,train_end_date,test_start_date,test_end_date
0,35.679641340870056,5.973243787162052,5.777686074704529,2.8487245392293583,97.15127546077065,3,50.0,1,148,37,2025-06-05,2025-06-06,2025-07-30
1,65.60982644823993,8.099989286921305,7.103792052845719,3.4755283444668583,96.52447165553315,4,66.66666666666666,2,136,37,2025-05-19,2025-05-20,2025-07-14
2,23.171794204123383,4.813708986231239,3.969518315586034,1.9442528030782138,98.05574719692179,3,100.0,3,124,37,2025-05-01,2025-05-02,2025-06-25
