,mse,rmse,mae,mape,accuracy_pct,common_dates,direction_accuracy,period,train_size,test_size,train_end_date,test_start_date,test_end_date,figure
0,29.167535286297323,5.400697666625796,4.193138852580103,1.7522714857496753,98.24772851425033,5,50.0,1,73,18,2025-02-25,2025-02-26,2025-03-15,
1,29.224562618493557,5.405974714932873,4.502082001145328,1.8428957349658195,98.15710426503418,5,75.0,2,70,18,2025-02-22,2025-02-23,2025-03-12,
2,4.816526678110016,2.194658670069224,1.7227452633829217,0.6994222370925751,99.30057776290742,5,25.0,3,67,18,2025-02-19,2025-02-20,2025-03-09,
3,9.36430410432545,3.060115047563645,2.365061589652737,0.9648710111485593,99.03512898885144,5,50.0,4,64,18,2025-02-16,2025-02-17,2025-03-06,
4,39.1270537160906,6.255162165451076,5.970973295372732,2.441338794159424,97.55866120584058,5,50.0,5,61,18,2025-02-13,2025-02-14,2025-03-03,
